match_no,inning,ball,non_striker,batsman,bowler,runs_extra,runs_batsman,runs_total,extras,player_out,elimination_kind,fielders_caught,umpires_1,umpires_2,player_of_match,winner,city,venue,dates
CSK vs RCB 2021-04-25,2nd innings,11.3,HV Patel,KA Jamieson,Imran Tahir,0,1,1,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,11.4,KA Jamieson,HV Patel,Imran Tahir,0,0,0,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,11.5,KA Jamieson,HV Patel,Imran Tahir,1,0,1,wides,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,11.6,KA Jamieson,HV Patel,Imran Tahir,0,0,0,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,11.7,KA Jamieson,HV Patel,Imran Tahir,0,0,0,,HV Patel,bowled,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,12.1,NA Saini,KA Jamieson,RA Jadeja,0,0,0,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,12.2,NA Saini,KA Jamieson,RA Jadeja,0,1,1,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,12.3,KA Jamieson,NA Saini,RA Jadeja,0,0,0,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,12.4,KA Jamieson,NA Saini,RA Jadeja,0,1,1,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,12.5,NA Saini,KA Jamieson,RA Jadeja,0,1,1,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,12.6,KA Jamieson,NA Saini,RA Jadeja,0,1,1,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,13.1,KA Jamieson,NA Saini,Imran Tahir,1,0,1,wides,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,13.2,KA Jamieson,NA Saini,Imran Tahir,0,0,0,,NA Saini,caught,SK Raina,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,13.3,KA Jamieson,YS Chahal,Imran Tahir,0,0,0,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,13.4,KA Jamieson,YS Chahal,Imran Tahir,0,0,0,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,13.5,KA Jamieson,YS Chahal,Imran Tahir,0,0,0,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,13.6,KA Jamieson,YS Chahal,Imran Tahir,0,0,0,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,13.7,KA Jamieson,YS Chahal,Imran Tahir,0,0,0,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,14.1,YS Chahal,KA Jamieson,SN Thakur,0,0,0,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,14.2,YS Chahal,KA Jamieson,SN Thakur,0,1,1,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,14.3,KA Jamieson,YS Chahal,SN Thakur,0,0,0,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,14.4,KA Jamieson,YS Chahal,SN Thakur,0,0,0,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,14.5,KA Jamieson,YS Chahal,SN Thakur,0,0,0,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,14.6,KA Jamieson,YS Chahal,SN Thakur,0,0,0,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,15.1,YS Chahal,KA Jamieson,DJ Bravo,0,1,1,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,15.2,KA Jamieson,YS Chahal,DJ Bravo,0,0,0,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,15.3,KA Jamieson,YS Chahal,DJ Bravo,0,1,1,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,15.4,YS Chahal,KA Jamieson,DJ Bravo,0,6,6,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,15.5,YS Chahal,KA Jamieson,DJ Bravo,0,0,0,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,15.6,YS Chahal,KA Jamieson,DJ Bravo,0,0,0,,KA Jamieson,run out,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,16.1,Mohammed Siraj,YS Chahal,SN Thakur,0,0,0,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,16.2,Mohammed Siraj,YS Chahal,SN Thakur,0,0,0,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,16.3,Mohammed Siraj,YS Chahal,SN Thakur,0,0,0,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,16.4,Mohammed Siraj,YS Chahal,SN Thakur,0,1,1,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,16.5,YS Chahal,Mohammed Siraj,SN Thakur,0,0,0,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,16.6,YS Chahal,Mohammed Siraj,SN Thakur,0,0,0,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,17.1,Mohammed Siraj,YS Chahal,SM Curran,0,1,1,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,17.2,YS Chahal,Mohammed Siraj,SM Curran,0,1,1,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,17.3,Mohammed Siraj,YS Chahal,SM Curran,0,2,2,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,17.4,Mohammed Siraj,YS Chahal,SM Curran,0,0,0,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,17.5,Mohammed Siraj,YS Chahal,SM Curran,0,1,1,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,17.6,YS Chahal,Mohammed Siraj,SM Curran,0,0,0,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,18.1,Mohammed Siraj,YS Chahal,SN Thakur,0,1,1,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,18.2,YS Chahal,Mohammed Siraj,SN Thakur,0,0,0,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,18.3,YS Chahal,Mohammed Siraj,SN Thakur,0,0,0,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,18.4,YS Chahal,Mohammed Siraj,SN Thakur,0,0,0,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,18.5,YS Chahal,Mohammed Siraj,SN Thakur,0,0,0,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,18.6,YS Chahal,Mohammed Siraj,SN Thakur,0,1,1,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,19.1,YS Chahal,Mohammed Siraj,DJ Bravo,0,0,0,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,19.2,YS Chahal,Mohammed Siraj,DJ Bravo,0,6,6,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,19.3,YS Chahal,Mohammed Siraj,DJ Bravo,0,2,2,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,19.4,YS Chahal,Mohammed Siraj,DJ Bravo,0,1,1,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,19.5,Mohammed Siraj,YS Chahal,DJ Bravo,0,1,1,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
CSK vs RCB 2021-04-25,2nd innings,19.6,YS Chahal,Mohammed Siraj,DJ Bravo,0,1,1,,,,,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",25-04-2021
DC vs SH 2021-04-25,1st innings,0.1,S Dhawan,PP Shaw,KK Ahmed,0,4,4,,,,,CB Gaffaney,KN Ananthapadmanabhan,PP Shaw,Delhi Capitals,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",25-04-2021
DC vs SH 2021-04-25,1st innings,0.2,S Dhawan,PP Shaw,KK Ahmed,0,4,4,,,,,CB Gaffaney,KN Ananthapadmanabhan,PP Shaw,Delhi Capitals,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",25-04-2021
DC vs SH 2021-04-25,1st innings,0.3,S Dhawan,PP Shaw,KK Ahmed,0,4,4,,,,,CB Gaffaney,KN Ananthapadmanabhan,PP Shaw,Delhi Capitals,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",25-04-2021
DC vs SH 2021-04-25,1st innings,0.4,S Dhawan,PP Shaw,KK Ahmed,0,0,0,,,,,CB Gaffaney,KN Ananthapadmanabhan,PP Shaw,Delhi Capitals,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",25-04-2021
DC vs SH 2021-04-25,1st innings,0.5,S Dhawan,PP Shaw,KK Ahmed,0,0,0,,,,,CB Gaffaney,KN Ananthapadmanabhan,PP Shaw,Delhi Capitals,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",25-04-2021
DC vs SH 2021-04-25,1st innings,0.6,S Dhawan,PP Shaw,KK Ahmed,0,0,0,,,,,CB Gaffaney,KN Ananthapadmanabhan,PP Shaw,Delhi Capitals,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",25-04-2021
DC vs SH 2021-04-25,1st innings,1.1,PP Shaw,S Dhawan,Abhishek Sharma,0,0,0,,,,,CB Gaffaney,KN Ananthapadmanabhan,PP Shaw,Delhi Capitals,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",25-04-2021
DC vs SH 2021-04-25,1st innings,1.2,PP Shaw,S Dhawan,Abhishek Sharma,1,0,1,wides,,,,CB Gaffaney,KN Ananthapadmanabhan,PP Shaw,Delhi Capitals,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",25-04-2021
DC vs SH 2021-04-25,1st innings,1.3,PP Shaw,S Dhawan,Abhishek Sharma,0,4,4,,,,,CB Gaffaney,KN Ananthapadmanabhan,PP Shaw,Delhi Capitals,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",25-04-2021
DC vs SH 2021-04-25,1st innings,1.4,PP Shaw,S Dhawan,Abhishek Sharma,0,1,1,,,,,CB Gaffaney,KN Ananthapadmanabhan,PP Shaw,Delhi Capitals,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",25-04-2021
DC vs SH 2021-04-25,1st innings,1.5,S Dhawan,PP Shaw,Abhishek Sharma,0,4,4,,,,,CB Gaffaney,KN Ananthapadmanabhan,PP Shaw,Delhi Capitals,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",25-04-2021
DC vs SH 2021-04-25,1st innings,1.6,S Dhawan,PP Shaw,Abhishek Sharma,0,0,0,,,,,CB Gaffaney,KN Ananthapadmanabhan,PP Shaw,Delhi Capitals,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",25-04-2021
DC vs SH 2021-04-25,1st innings,1.7,S Dhawan,PP Shaw,Abhishek Sharma,0,4,4,,,,,CB Gaffaney,KN Ananthapadmanabhan,PP Shaw,Delhi Capitals,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",25-04-2021
DC vs SH 2021-04-25,1st innings,2.1,PP Shaw,S Dhawan,S Kaul,0,0,0,,,,,CB Gaffaney,KN Ananthapadmanabhan,PP Shaw,Delhi Capitals,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",25-04-2021
DC vs SH 2021-04-25,1st innings,2.2,PP Shaw,S Dhawan,S Kaul,0,1,1,,,,,CB Gaffaney,KN Ananthapadmanabhan,PP Shaw,Delhi Capitals,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",25-04-2021
DC vs SH 2021-04-25,1st innings,2.3,S Dhawan,PP Shaw,S Kaul,0,0,0,,,,,CB Gaffaney,KN Ananthapadmanabhan,PP Shaw,Delhi Capitals,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",25-04-2021
DC vs SH 2021-04-25,1st innings,2.4,S Dhawan,PP Shaw,S Kaul,0,0,0,,,,,CB Gaffaney,KN Ananthapadmanabhan,PP Shaw,Delhi Capitals,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",25-04-2021
DC vs SH 2021-04-25,1st innings,2.5,S Dhawan,PP Shaw,S Kaul,0,0,0,,,,,CB Gaffaney,KN Ananthapadmanabhan,PP Shaw,Delhi Capitals,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",25-04-2021
DC vs SH 2021-04-25,1st innings,2.6,S Dhawan,PP Shaw,S Kaul,0,6,6,,,,,CB Gaffaney,KN Ananthapadmanabhan,PP Shaw,Delhi Capitals,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",25-04-2021
DC vs SH 2021-04-25,1st innings,3.1,PP Shaw,S Dhawan,KK Ahmed,0,1,1,,,,,CB Gaffaney,KN Ananthapadmanabhan,PP Shaw,Delhi Capitals,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",25-04-2021
DC vs SH 2021-04-25,1st innings,3.2,S Dhawan,PP Shaw,KK Ahmed,0,2,2,,,,,CB Gaffaney,KN Ananthapadmanabhan,PP Shaw,Delhi Capitals,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",25-04-2021
DC vs SH 2021-04-25,1st innings,3.3,S Dhawan,PP Shaw,KK Ahmed,0,1,1,,,,,CB Gaffaney,KN Ananthapadmanabhan,PP Shaw,Delhi Capitals,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",25-04-2021
DC vs SH 2021-04-25,1st innings,3.4,PP Shaw,S Dhawan,KK Ahmed,0,0,0,,,,,CB Gaffaney,KN Ananthapadmanabhan,PP Shaw,Delhi Capitals,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",25-04-2021
DC vs SH 2021-04-25,1st innings,3.5,PP Shaw,S Dhawan,KK Ahmed,0,1,1,,,,,CB Gaffaney,KN Ananthapadmanabhan,PP Shaw,Delhi Capitals,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",25-04-2021
DC vs SH 2021-04-25,1st innings,3.6,S Dhawan,PP Shaw,KK Ahmed,0,1,1,,,,,CB Gaffaney,KN Ananthapadmanabhan,PP Shaw,Delhi Capitals,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",25-04-2021
DC vs SH 2021-04-25,1st innings,4.1,S Dhawan,PP Shaw,S Kaul,0,1,1,,,,,CB Gaffaney,KN Ananthapadmanabhan,PP Shaw,Delhi Capitals,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",25-04-2021
DC vs SH 2021-04-25,1st innings,4.2,PP Shaw,S Dhawan,S Kaul,0,1,1,,,,,CB Gaffaney,KN Ananthapadmanabhan,PP Shaw,Delhi Capitals,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",25-04-2021
DC vs SH 2021-04-25,1st innings,4.3,S Dhawan,PP Shaw,S Kaul,0,1,1,,,,,CB Gaffaney,KN Ananthapadmanabhan,PP Shaw,Delhi Capitals,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",25-04-2021
DC vs SH 2021-04-25,1st innings,4.4,PP Shaw,S Dhawan,S Kaul,0,1,1,,,,,CB Gaffaney,KN Ananthapadmanabhan,PP Shaw,Delhi Capitals,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",25-04-2021
DC vs SH 2021-04-25,1st innings,4.5,S Dhawan,PP Shaw,S Kaul,0,4,4,,,,,CB Gaffaney,KN Ananthapadmanabhan,PP Shaw,Delhi Capitals,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",25-04-2021
DC vs SH 2021-04-25,1st innings,4.6,S Dhawan,PP Shaw,S Kaul,0,1,1,,,,,CB Gaffaney,KN Ananthapadmanabhan,PP Shaw,Delhi Capitals,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",25-04-2021
DC vs SH 2021-04-25,1st innings,5.1,S Dhawan,PP Shaw,J Suchith,0,1,1,,,,,CB Gaffaney,KN Ananthapadmanabhan,PP Shaw,Delhi Capitals,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",25-04-2021
DC vs SH 2021-04-25,1st innings,5.2,PP Shaw,S Dhawan,J Suchith,0,1,1,,,,,CB Gaffaney,KN Ananthapadmanabhan,PP Shaw,Delhi Capitals,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",25-04-2021
DC vs SH 2021-04-25,1st innings,5.3,S Dhawan,PP Shaw,J Suchith,0,0,0,,,,,CB Gaffaney,KN Ananthapadmanabhan,PP Shaw,Delhi Capitals,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",25-04-2021
DC vs SH 2021-04-25,1st innings,5.4,S Dhawan,PP Shaw,J Suchith,0,1,1,,,,,CB Gaffaney,KN Ananthapadmanabhan,PP Shaw,Delhi Capitals,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",25-04-2021
DC vs SH 2021-04-25,1st innings,5.5,PP Shaw,S Dhawan,J Suchith,0,0,0,,,,,CB Gaffaney,KN Ananthapadmanabhan,PP Shaw,Delhi Capitals,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",25-04-2021
DC vs SH 2021-04-25,1st innings,5.6,PP Shaw,S Dhawan,J Suchith,0,0,0,,,,,CB Gaffaney,KN Ananthapadmanabhan,PP Shaw,Delhi Capitals,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",25-04-2021
DC vs SH 2021-04-25,1st innings,6.1,S Dhawan,PP Shaw,V Shankar,0,0,0,,,,,CB Gaffaney,KN Ananthapadmanabhan,PP Shaw,Delhi Capitals,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",25-04-2021
DC vs SH 2021-04-25,1st innings,6.2,S Dhawan,PP Shaw,V Shankar,0,0,0,,,,,CB Gaffaney,KN Ananthapadmanabhan,PP Shaw,Delhi Capitals,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",25-04-2021
DC vs SH 2021-04-25,1st innings,6.3,S Dhawan,PP Shaw,V Shankar,1,0,1,wides,,,,CB Gaffaney,KN Ananthapadmanabhan,PP Shaw,Delhi Capitals,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",25-04-2021
DC vs SH 2021-04-25,1st innings,6.4,S Dhawan,PP Shaw,V Shankar,0,0,0,,,,,CB Gaffaney,KN Ananthapadmanabhan,PP Shaw,Delhi Capitals,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",25-04-2021
DC vs SH 2021-04-25,1st innings,6.5,S Dhawan,PP Shaw,V Shankar,0,1,1,,,,,CB Gaffaney,KN Ananthapadmanabhan,PP Shaw,Delhi Capitals,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",25-04-2021
DC vs SH 2021-04-25,1st innings,6.6,PP Shaw,S Dhawan,V Shankar,0,3,3,,,,,CB Gaffaney,KN Ananthapadmanabhan,PP Shaw,Delhi Capitals,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",25-04-2021
DC vs SH 2021-04-25,1st innings,6.7,S Dhawan,PP Shaw,V Shankar,0,0,0,,,,,CB Gaffaney,KN Ananthapadmanabhan,PP Shaw,Delhi Capitals,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",25-04-2021
DC vs SH 2021-04-25,1st innings,7.1,PP Shaw,S Dhawan,J Suchith,0,1,1,,,,,CB Gaffaney,KN Ananthapadmanabhan,PP Shaw,Delhi Capitals,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",25-04-2021
DC vs SH 2021-04-25,1st innings,7.2,S Dhawan,PP Shaw,J Suchith,0,1,1,,,,,CB Gaffaney,KN Ananthapadmanabhan,PP Shaw,Delhi Capitals,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",25-04-2021
DC vs SH 2021-04-25,1st innings,7.3,PP Shaw,S Dhawan,J Suchith,0,4,4,,,,,CB Gaffaney,KN Ananthapadmanabhan,PP Shaw,Delhi Capitals,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",25-04-2021
DC vs SH 2021-04-25,1st innings,7.4,PP Shaw,S Dhawan,J Suchith,0,4,4,,,,,CB Gaffaney,KN Ananthapadmanabhan,PP Shaw,Delhi Capitals,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",25-04-2021
DC vs SH 2021-04-25,1st innings,7.5,PP Shaw,S Dhawan,J Suchith,0,0,0,,,,,CB Gaffaney,KN Ananthapadmanabhan,PP Shaw,Delhi Capitals,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",25-04-2021
DC vs SH 2021-04-25,1st innings,7.6,PP Shaw,S Dhawan,J Suchith,0,1,1,,,,,CB Gaffaney,KN Ananthapadmanabhan,PP Shaw,Delhi Capitals,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",25-04-2021
DC vs SH 2021-04-25,1st innings,8.1,PP Shaw,S Dhawan,Rashid Khan,0,1,1,,,,,CB Gaffaney,KN Ananthapadmanabhan,PP Shaw,Delhi Capitals,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",25-04-2021
DC vs SH 2021-04-25,1st innings,8.2,S Dhawan,PP Shaw,Rashid Khan,0,1,1,,,,,CB Gaffaney,KN Ananthapadmanabhan,PP Shaw,Delhi Capitals,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",25-04-2021
DC vs SH 2021-04-25,1st innings,8.3,PP Shaw,S Dhawan,Rashid Khan,0,1,1,,,,,CB Gaffaney,KN Ananthapadmanabhan,PP Shaw,Delhi Capitals,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",25-04-2021
DC vs SH 2021-04-25,1st innings,8.4,S Dhawan,PP Shaw,Rashid Khan,0,2,2,,,,,CB Gaffaney,KN Ananthapadmanabhan,PP Shaw,Delhi Capitals,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",25-04-2021
DC vs SH 2021-04-25,1st innings,8.5,S Dhawan,PP Shaw,Rashid Khan,0,4,4,,,,,CB Gaffaney,KN Ananthapadmanabhan,PP Shaw,Delhi Capitals,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",25-04-2021
