match_no,inning,ball,non_striker,batsman,bowler,runs_extra,runs_batsman,runs_total,extras,player_out,elimination_kind,fielders_caught,umpires_1,umpires_2,player_of_match,winner,city,venue,dates
RCB vs MI 2021-09-26,1st innings,13.1,V Kohli,GJ Maxwell,RD Chahar,0,1,1,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,1st innings,13.2,GJ Maxwell,V Kohli,RD Chahar,0,0,0,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,1st innings,13.3,GJ Maxwell,V Kohli,RD Chahar,0,1,1,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,1st innings,13.4,V Kohli,GJ Maxwell,RD Chahar,0,6,6,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,1st innings,13.5,V Kohli,GJ Maxwell,RD Chahar,0,0,0,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,1st innings,13.6,V Kohli,GJ Maxwell,RD Chahar,0,0,0,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,1st innings,14.1,GJ Maxwell,V Kohli,TA Boult,0,1,1,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,1st innings,14.2,V Kohli,GJ Maxwell,TA Boult,0,0,0,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,1st innings,14.3,V Kohli,GJ Maxwell,TA Boult,0,0,0,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,1st innings,14.4,V Kohli,GJ Maxwell,TA Boult,0,0,0,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,1st innings,14.5,V Kohli,GJ Maxwell,TA Boult,0,0,0,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,1st innings,14.6,V Kohli,GJ Maxwell,TA Boult,0,1,1,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,1st innings,15.1,V Kohli,GJ Maxwell,AF Milne,0,1,1,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,1st innings,15.2,GJ Maxwell,V Kohli,AF Milne,0,1,1,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,1st innings,15.3,V Kohli,GJ Maxwell,AF Milne,0,4,4,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,1st innings,15.4,V Kohli,GJ Maxwell,AF Milne,0,1,1,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,1st innings,15.5,GJ Maxwell,V Kohli,AF Milne,0,0,0,,V Kohli,caught,AS Roy (sub),AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,1st innings,15.6,AB de Villiers,GJ Maxwell,AF Milne,0,0,0,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,1st innings,16.1,GJ Maxwell,AB de Villiers,JJ Bumrah,0,0,0,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,1st innings,16.2,GJ Maxwell,AB de Villiers,JJ Bumrah,0,6,6,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,1st innings,16.3,GJ Maxwell,AB de Villiers,JJ Bumrah,0,1,1,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,1st innings,16.4,AB de Villiers,GJ Maxwell,JJ Bumrah,0,1,1,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,1st innings,16.5,GJ Maxwell,AB de Villiers,JJ Bumrah,1,0,1,wides,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,1st innings,16.6,GJ Maxwell,AB de Villiers,JJ Bumrah,0,4,4,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,1st innings,16.7,GJ Maxwell,AB de Villiers,JJ Bumrah,0,0,0,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,1st innings,17.1,AB de Villiers,GJ Maxwell,AF Milne,0,6,6,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,1st innings,17.2,AB de Villiers,GJ Maxwell,AF Milne,0,4,4,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,1st innings,17.3,AB de Villiers,GJ Maxwell,AF Milne,0,0,0,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,1st innings,17.4,AB de Villiers,GJ Maxwell,AF Milne,0,4,4,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,1st innings,17.5,AB de Villiers,GJ Maxwell,AF Milne,0,2,2,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,1st innings,17.6,AB de Villiers,GJ Maxwell,AF Milne,0,1,1,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,1st innings,18.1,AB de Villiers,GJ Maxwell,JJ Bumrah,0,4,4,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,1st innings,18.2,AB de Villiers,GJ Maxwell,JJ Bumrah,1,0,1,wides,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,1st innings,18.3,AB de Villiers,GJ Maxwell,JJ Bumrah,0,0,0,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,1st innings,18.4,AB de Villiers,GJ Maxwell,JJ Bumrah,0,0,0,,GJ Maxwell,caught,TA Boult,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,1st innings,18.5,DT Christian,AB de Villiers,JJ Bumrah,0,0,0,,AB de Villiers,caught,Q de Kock,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,1st innings,18.6,DT Christian,Shahbaz Ahmed,JJ Bumrah,0,1,1,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,1st innings,18.7,Shahbaz Ahmed,DT Christian,JJ Bumrah,0,0,0,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,1st innings,19.1,DT Christian,Shahbaz Ahmed,TA Boult,0,0,0,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,1st innings,19.2,DT Christian,Shahbaz Ahmed,TA Boult,0,0,0,,Shahbaz Ahmed,bowled,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,1st innings,19.3,DT Christian,KA Jamieson,TA Boult,0,1,1,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,1st innings,19.4,KA Jamieson,DT Christian,TA Boult,0,0,0,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,1st innings,19.5,KA Jamieson,DT Christian,TA Boult,0,1,1,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,1st innings,19.6,DT Christian,KA Jamieson,TA Boult,0,1,1,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,2nd innings,0.1,Q de Kock,RG Sharma,KA Jamieson,0,1,1,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,2nd innings,0.2,RG Sharma,Q de Kock,KA Jamieson,0,0,0,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,2nd innings,0.3,RG Sharma,Q de Kock,KA Jamieson,0,2,2,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,2nd innings,0.4,RG Sharma,Q de Kock,KA Jamieson,0,0,0,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,2nd innings,0.5,RG Sharma,Q de Kock,KA Jamieson,0,1,1,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,2nd innings,0.6,Q de Kock,RG Sharma,KA Jamieson,0,1,1,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,2nd innings,1.1,Q de Kock,RG Sharma,Mohammed Siraj,0,0,0,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,2nd innings,1.2,Q de Kock,RG Sharma,Mohammed Siraj,0,1,1,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,2nd innings,1.3,RG Sharma,Q de Kock,Mohammed Siraj,0,0,0,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,2nd innings,1.4,RG Sharma,Q de Kock,Mohammed Siraj,0,0,0,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,2nd innings,1.5,RG Sharma,Q de Kock,Mohammed Siraj,0,0,0,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,2nd innings,1.6,RG Sharma,Q de Kock,Mohammed Siraj,0,4,4,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,2nd innings,2.1,Q de Kock,RG Sharma,KA Jamieson,0,1,1,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,2nd innings,2.2,RG Sharma,Q de Kock,KA Jamieson,0,1,1,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,2nd innings,2.3,Q de Kock,RG Sharma,KA Jamieson,0,0,0,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,2nd innings,2.4,Q de Kock,RG Sharma,KA Jamieson,1,2,3,noballs,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,2nd innings,2.5,Q de Kock,RG Sharma,KA Jamieson,0,4,4,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,2nd innings,2.6,Q de Kock,RG Sharma,KA Jamieson,0,4,4,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,2nd innings,2.7,Q de Kock,RG Sharma,KA Jamieson,0,4,4,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,2nd innings,3.1,RG Sharma,Q de Kock,Mohammed Siraj,0,0,0,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,2nd innings,3.2,RG Sharma,Q de Kock,Mohammed Siraj,0,4,4,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,2nd innings,3.3,RG Sharma,Q de Kock,Mohammed Siraj,1,0,1,legbyes,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,2nd innings,3.4,Q de Kock,RG Sharma,Mohammed Siraj,0,0,0,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,2nd innings,3.5,Q de Kock,RG Sharma,Mohammed Siraj,0,4,4,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,2nd innings,3.6,Q de Kock,RG Sharma,Mohammed Siraj,0,0,0,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,2nd innings,4.1,RG Sharma,Q de Kock,DT Christian,0,4,4,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,2nd innings,4.2,RG Sharma,Q de Kock,DT Christian,0,4,4,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,2nd innings,4.3,RG Sharma,Q de Kock,DT Christian,0,0,0,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,2nd innings,4.4,RG Sharma,Q de Kock,DT Christian,0,2,2,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,2nd innings,4.5,RG Sharma,Q de Kock,DT Christian,0,1,1,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,2nd innings,4.6,Q de Kock,RG Sharma,DT Christian,0,4,4,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,2nd innings,5.1,RG Sharma,Q de Kock,HV Patel,0,0,0,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,2nd innings,5.2,RG Sharma,Q de Kock,HV Patel,0,1,1,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,2nd innings,5.3,Q de Kock,RG Sharma,HV Patel,0,0,0,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,2nd innings,5.4,Q de Kock,RG Sharma,HV Patel,0,2,2,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,2nd innings,5.5,Q de Kock,RG Sharma,HV Patel,1,0,1,wides,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,2nd innings,5.6,Q de Kock,RG Sharma,HV Patel,0,1,1,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,2nd innings,5.7,RG Sharma,Q de Kock,HV Patel,0,0,0,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,2nd innings,6.1,Q de Kock,RG Sharma,YS Chahal,0,1,1,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,2nd innings,6.2,RG Sharma,Q de Kock,YS Chahal,0,0,0,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,2nd innings,6.3,RG Sharma,Q de Kock,YS Chahal,0,0,0,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,2nd innings,6.4,RG Sharma,Q de Kock,YS Chahal,0,0,0,,Q de Kock,caught,GJ Maxwell,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,2nd innings,6.5,Ishan Kishan,RG Sharma,YS Chahal,0,0,0,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,2nd innings,6.6,Ishan Kishan,RG Sharma,YS Chahal,0,1,1,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,2nd innings,7.1,Ishan Kishan,RG Sharma,GJ Maxwell,0,1,1,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,2nd innings,7.2,RG Sharma,Ishan Kishan,GJ Maxwell,0,0,0,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,2nd innings,7.3,RG Sharma,Ishan Kishan,GJ Maxwell,0,0,0,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,2nd innings,7.4,RG Sharma,Ishan Kishan,GJ Maxwell,0,1,1,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,2nd innings,7.5,Ishan Kishan,RG Sharma,GJ Maxwell,0,2,2,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,2nd innings,7.6,Ishan Kishan,RG Sharma,GJ Maxwell,1,0,1,wides,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,2nd innings,7.7,Ishan Kishan,RG Sharma,GJ Maxwell,0,6,6,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,2nd innings,8.1,RG Sharma,Ishan Kishan,YS Chahal,0,0,0,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,2nd innings,8.2,RG Sharma,Ishan Kishan,YS Chahal,0,4,4,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,2nd innings,8.3,RG Sharma,Ishan Kishan,YS Chahal,0,0,0,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,2nd innings,8.4,RG Sharma,Ishan Kishan,YS Chahal,0,1,1,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,2nd innings,8.5,Ishan Kishan,RG Sharma,YS Chahal,0,0,0,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,2nd innings,8.6,Ishan Kishan,RG Sharma,YS Chahal,0,1,1,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,2nd innings,9.1,Ishan Kishan,RG Sharma,GJ Maxwell,0,1,1,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,2nd innings,9.2,RG Sharma,Ishan Kishan,GJ Maxwell,0,1,1,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,2nd innings,9.3,Ishan Kishan,RG Sharma,GJ Maxwell,0,1,1,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,2nd innings,9.4,RG Sharma,Ishan Kishan,GJ Maxwell,0,0,0,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,2nd innings,9.5,RG Sharma,Ishan Kishan,GJ Maxwell,0,1,1,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,2nd innings,9.6,Ishan Kishan,RG Sharma,GJ Maxwell,0,0,0,,RG Sharma,caught,D Padikkal,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,2nd innings,10.1,SA Yadav,Ishan Kishan,YS Chahal,0,1,1,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,2nd innings,10.2,Ishan Kishan,SA Yadav,YS Chahal,0,1,1,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,2nd innings,10.3,SA Yadav,Ishan Kishan,YS Chahal,0,0,0,,Ishan Kishan,caught,HV Patel,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,2nd innings,10.4,SA Yadav,KH Pandya,YS Chahal,0,0,0,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,2nd innings,10.5,SA Yadav,KH Pandya,YS Chahal,0,0,0,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,2nd innings,10.6,SA Yadav,KH Pandya,YS Chahal,0,1,1,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
RCB vs MI 2021-09-26,2nd innings,11.1,SA Yadav,KH Pandya,GJ Maxwell,0,0,0,,,,,AK Chaudhary,MA Gough,GJ Maxwell,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,26-09-2021
